id,happiness
8001,3.58903169631958
8002,3.1880228519439697
8003,3.2781145572662354
8004,4.276928901672363
8005,3.3462798595428467
8006,4.148787498474121
8007,3.915114402770996
8008,4.373289108276367
8009,4.0127949714660645
8010,2.7570557594299316
8011,3.2928600311279297
8012,3.730893611907959
8013,4.075965881347656
8014,3.573807954788208
8015,3.7880442142486572
8016,4.422180652618408
8017,3.5990512371063232
8018,4.424221992492676
8019,3.9316391944885254
8020,4.054216384887695
8021,4.18209171295166
8022,3.759430408477783
8023,3.9325809478759766
8024,3.8032658100128174
8025,3.17197847366333
8026,4.047026634216309
8027,4.238636493682861
8028,3.8671255111694336
8029,4.251530647277832
8030,4.225907325744629
8031,3.894897222518921
8032,3.956162214279175
8033,4.150962829589844
8034,3.334901809692383
8035,3.6510305404663086
8036,4.411518096923828
8037,4.0114946365356445
8038,4.062904357910156
8039,3.5239219665527344
8040,4.256396293640137
8041,4.30966854095459
8042,3.7342264652252197
8043,3.835500955581665
8044,3.8798580169677734
8045,4.382650375366211
8046,3.976177215576172
8047,4.218806266784668
8048,4.015177249908447
8049,3.9689419269561768
8050,4.313788414001465
8051,3.7938435077667236
8052,4.258991241455078
8053,3.0300846099853516
8054,3.9388797283172607
8055,4.174727916717529
8056,2.572178840637207
8057,3.7982614040374756
8058,3.333159923553467
8059,3.3014676570892334
8060,4.0701751708984375
8061,3.1065750122070312
8062,3.515389919281006
8063,3.9046406745910645
8064,4.06198787689209
8065,4.150278091430664
8066,4.126214981079102
8067,4.134230613708496
8068,3.9704675674438477
8069,3.521017074584961
8070,4.096612453460693
8071,3.946903705596924
8072,4.504437446594238
8073,3.695671319961548
8074,3.7845160961151123
8075,3.1352860927581787
8076,3.7700860500335693
8077,3.583707332611084
8078,3.969723701477051
8079,4.542542457580566
8080,3.81553316116333
8081,3.781545639038086
8082,3.7832484245300293
8083,4.408350944519043
8084,4.211488723754883
8085,4.382221698760986
8086,4.179004192352295
8087,3.9548592567443848
8088,3.9801125526428223
8089,3.6341726779937744
8090,3.76486873626709
8091,4.181089401245117
8092,3.922971725463867
8093,4.25913667678833
8094,4.226862907409668
8095,4.536566257476807
8096,3.4496068954467773
8097,4.140039920806885
8098,3.7528533935546875
8099,3.576615810394287
8100,4.084928512573242
8101,4.189513206481934
8102,3.947239875793457
8103,3.6226792335510254
8104,4.513373851776123
8105,4.18117618560791
8106,4.204103469848633
8107,4.326196670532227
8108,4.141407012939453
8109,3.7674357891082764
8110,3.8062644004821777
8111,4.244414329528809
8112,3.7416999340057373
8113,3.9300575256347656
8114,4.63224458694458
8115,4.013544082641602
8116,3.896832227706909
8117,3.725064277648926
8118,3.617586135864258
8119,3.8059468269348145
8120,4.437640190124512
8121,2.8381757736206055
8122,4.106626510620117
8123,3.7649595737457275
8124,3.7800581455230713
8125,3.990772008895874
8126,4.516465187072754
8127,2.203144073486328
8128,3.917539119720459
8129,3.8063738346099854
8130,3.9132955074310303
8131,3.8724632263183594
8132,4.192713260650635
8133,4.197094917297363
8134,4.243949890136719
8135,3.955317735671997
8136,4.576322555541992
8137,4.038539886474609
8138,3.6191658973693848
8139,3.811098337173462
8140,2.8585851192474365
8141,4.002426624298096
8142,3.7594311237335205
8143,4.437644004821777
8144,3.538214921951294
8145,4.038016319274902
8146,2.6174519062042236
8147,4.17002010345459
8148,2.806070327758789
8149,3.7217252254486084
8150,3.814885139465332
8151,2.7410223484039307
8152,4.0409440994262695
8153,3.5077860355377197
8154,3.5036423206329346
8155,3.9491677284240723
8156,3.7771575450897217
8157,3.6398775577545166
8158,3.299304723739624
8159,4.075539588928223
8160,4.144733428955078
8161,3.58587646484375
8162,3.9592480659484863
8163,3.9320931434631348
8164,3.8958301544189453
8165,4.127277374267578
8166,4.2387189865112305
8167,3.8657214641571045
8168,3.2800722122192383
8169,3.251364231109619
8170,4.042692184448242
8171,4.006546974182129
8172,4.025632858276367
8173,3.6688342094421387
8174,3.817378044128418
8175,3.848100423812866
8176,4.33125114440918
8177,2.7627594470977783
8178,4.4702067375183105
8179,4.247886657714844
8180,3.374457597732544
8181,3.693739652633667
8182,3.8346829414367676
8183,3.82127046585083
8184,3.6705026626586914
8185,3.625836133956909
8186,3.5110838413238525
8187,4.348082542419434
8188,3.7467050552368164
8189,3.9784162044525146
8190,4.113201141357422
8191,3.8169219493865967
8192,3.9691920280456543
8193,3.9611713886260986
8194,4.073565483093262
8195,4.4134979248046875
8196,3.1687800884246826
8197,3.9364218711853027
8198,4.031970977783203
8199,4.16994047164917
8200,4.884693145751953
8201,3.34946870803833
8202,4.097188949584961
8203,3.8048627376556396
8204,4.093881607055664
8205,4.155474662780762
8206,3.9603044986724854
8207,3.879412889480591
8208,3.9164745807647705
8209,4.012503623962402
8210,3.5494494438171387
8211,3.7906196117401123
8212,4.138357639312744
8213,4.170374870300293
8214,4.091143608093262
8215,3.8001437187194824
8216,3.842341184616089
8217,3.4172983169555664
8218,3.668161392211914
8219,3.8307411670684814
8220,4.070448875427246
8221,4.5957818031311035
8222,3.8479995727539062
8223,3.135288715362549
8224,3.902480363845825
8225,4.089024543762207
8226,4.006855010986328
8227,4.425973415374756
8228,3.258017063140869
8229,4.100430488586426
8230,3.2571632862091064
8231,3.8560256958007812
8232,3.784083604812622
8233,3.829615354537964
8234,3.8704259395599365
8235,3.7836990356445312
8236,3.1310553550720215
8237,3.6271016597747803
8238,3.880230665206909
8239,3.7795369625091553
8240,3.394958019256592
8241,3.292145013809204
8242,3.769681215286255
8243,4.432145118713379
8244,4.078465461730957
8245,3.60834002494812
8246,4.013380527496338
8247,3.817701578140259
8248,3.9846832752227783
8249,4.542973041534424
8250,3.8552982807159424
8251,4.147722244262695
8252,4.383085250854492
8253,3.7856693267822266
8254,3.805521011352539
8255,3.667789936065674
8256,3.635138750076294
8257,4.023198127746582
8258,3.0333361625671387
8259,4.213181495666504
8260,3.8396122455596924
8261,4.226833343505859
8262,3.75304913520813
8263,4.037571907043457
8264,3.985970973968506
8265,4.182596683502197
8266,3.552407741546631
8267,3.687673568725586
8268,4.137642860412598
8269,3.5638766288757324
8270,3.7565972805023193
8271,3.30173397064209
8272,4.016716003417969
8273,3.8378210067749023
8274,3.672459840774536
8275,4.145223617553711
8276,4.125435829162598
8277,4.097552299499512
8278,3.688825845718384
8279,4.130527973175049
8280,4.22560977935791
8281,4.089547157287598
8282,4.093865871429443
8283,4.135540008544922
8284,4.261707782745361
8285,3.893021583557129
8286,2.4836528301239014
8287,4.4929046630859375
8288,3.8232979774475098
8289,4.063268661499023
8290,4.132327079772949
8291,3.9565980434417725
8292,4.2231764793396
8293,3.7865710258483887
8294,4.430995941162109
8295,3.358236789703369
8296,4.337858200073242
8297,3.7159788608551025
8298,4.967798233032227
8299,2.765212059020996
8300,3.418346643447876
8301,3.853801727294922
8302,4.3235368728637695
8303,3.930293321609497
8304,4.043314456939697
8305,4.011732578277588
8306,4.693129539489746
8307,4.149139404296875
8308,4.392030239105225
8309,3.6633052825927734
8310,3.7306764125823975
8311,4.239413738250732
8312,4.54560661315918
8313,4.2827043533325195
8314,3.0123884677886963
8315,4.1913909912109375
8316,3.9458160400390625
8317,3.720712661743164
8318,4.01041841506958
8319,3.510152816772461
8320,3.9878923892974854
8321,4.1078338623046875
8322,4.161291122436523
8323,3.833923578262329
8324,3.7267534732818604
8325,4.1242523193359375
8326,4.205565452575684
8327,3.7021968364715576
8328,4.083773612976074
8329,3.2599010467529297
8330,4.266605377197266
8331,4.17397403717041
8332,3.886992931365967
8333,3.274669885635376
8334,4.208648681640625
8335,3.6419501304626465
8336,4.070603370666504
8337,3.470752716064453
8338,4.14607048034668
8339,3.7820794582366943
8340,3.470440626144409
8341,4.104523658752441
8342,4.060455322265625
8343,3.155439853668213
8344,4.213344573974609
8345,3.9489526748657227
8346,3.3385050296783447
8347,3.0206525325775146
8348,3.869859218597412
8349,4.1314802169799805
8350,3.3777353763580322
8351,4.09056282043457
8352,3.5558018684387207
8353,3.3711354732513428
8354,4.15728235244751
8355,3.571068048477173
8356,4.25075626373291
8357,3.9371018409729004
8358,3.7672274112701416
8359,3.6515700817108154
8360,3.8254308700561523
8361,3.8378303050994873
8362,4.135271072387695
8363,3.591900110244751
8364,3.607975959777832
8365,3.684142589569092
8366,3.8735320568084717
8367,4.058708667755127
8368,4.1409912109375
8369,3.4760940074920654
8370,3.5895116329193115
8371,4.212338447570801
8372,3.6943485736846924
8373,2.2796053886413574
8374,2.5799379348754883
8375,4.283549785614014
8376,4.695321083068848
8377,4.006723403930664
8378,4.0634284019470215
8379,4.311948776245117
8380,3.5325968265533447
8381,4.404574394226074
8382,3.8378005027770996
8383,4.267197608947754
8384,3.3980672359466553
8385,3.891326427459717
8386,4.186400413513184
8387,4.133602142333984
8388,3.879516124725342
8389,3.4506492614746094
8390,4.1972527503967285
8391,3.6573212146759033
8392,3.494870901107788
8393,4.137178421020508
8394,4.166750431060791
8395,4.113589286804199
8396,3.813812494277954
8397,3.821359395980835
8398,3.541917085647583
8399,4.186574935913086
8400,4.1860175132751465
8401,4.80963134765625
8402,3.899193525314331
8403,4.500629901885986
8404,3.9632821083068848
8405,4.250899314880371
8406,4.1755051612854
8407,3.8714990615844727
8408,4.725208282470703
8409,4.159923553466797
8410,3.7702138423919678
8411,4.017033576965332
8412,3.7434775829315186
8413,3.9668774604797363
8414,4.255843639373779
8415,3.5931150913238525
8416,4.005434989929199
8417,4.009140968322754
8418,4.613368988037109
8419,3.6592037677764893
8420,3.8166723251342773
8421,4.060108184814453
8422,3.62908935546875
8423,4.2689714431762695
8424,3.264495372772217
8425,4.066383361816406
8426,4.167174816131592
8427,3.708890914916992
8428,4.425156593322754
8429,3.867051601409912
8430,4.159161567687988
8431,4.0777130126953125
8432,4.146088600158691
8433,4.031854629516602
8434,4.075244903564453
8435,3.8014092445373535
8436,3.380988359451294
