id,happiness
8001,3.642
8002,3.097
8003,3.1775
8004,4.2835
8005,3.135
8006,4.02625
8007,4.00325
8008,4.44425
8009,3.9385
8010,2.8075
8011,3.2675
8012,3.8205
8013,4.3165
8014,3.48825
8015,3.8455000000000004
8016,4.3975
8017,3.585
8018,4.25475
8019,4.08825
8020,3.81475
8021,4.187250000000001
8022,3.89625
8023,4.19225
8024,3.7752499999999998
8025,2.967
8026,4.08625
8027,4.041
8028,3.7967500000000003
8029,4.1195
8030,4.1315
8031,3.884
8032,3.89175
8033,4.11375
8034,3.61125
8035,3.526
8036,4.4795
8037,3.9415
8038,3.9695
8039,3.68275
8040,4.121
8041,4.23025
8042,4.051
8043,3.656
8044,3.989
8045,4.14475
8046,4.09325
8047,3.979
8048,4.04375
8049,3.825
8050,4.28325
8051,3.7845
8052,4.075749999999999
8053,3.1475
8054,3.9695
8055,4.14675
8056,2.69175
8057,3.768
8058,3.4227499999999997
8059,3.2662500000000003
8060,4.15625
8061,3.03125
8062,3.5004999999999997
8063,3.979
8064,4.02025
8065,4.023
8066,4.17925
8067,4.04625
8068,4.0715
8069,3.63025
8070,4.123749999999999
8071,3.8705
8072,4.328250000000001
8073,3.552
8074,3.7597500000000004
8075,3.34525
8076,3.6420000000000003
8077,3.3295000000000003
8078,3.97075
8079,4.3035
8080,3.81625
8081,3.8985000000000003
8082,3.725
8083,4.202
8084,4.162
8085,4.539999999999999
8086,3.95075
8087,3.72825
8088,4.06525
8089,3.6365
8090,3.89625
8091,3.973
8092,3.57425
8093,3.90175
8094,4.0495
8095,4.399
8096,3.5715000000000003
8097,4.1579999999999995
8098,3.7807500000000003
8099,3.40175
8100,4.0045
8101,4.07725
8102,4.01475
8103,3.4165
8104,4.36675
8105,4.05225
8106,4.0817499999999995
8107,4.1845
8108,4.04
8109,3.37125
8110,3.6065
8111,4.15825
8112,3.7592499999999998
8113,3.72825
8114,4.44875
8115,4.01875
8116,3.93375
8117,3.7805
8118,3.604
8119,3.75725
8120,4.22775
8121,3.1585
8122,4.095000000000001
8123,3.73625
8124,3.9480000000000004
8125,3.97325
8126,4.45
8127,2.6775
8128,3.6155
8129,3.8907499999999997
8130,3.998
8131,3.77875
8132,3.996
8133,4.2835
8134,4.02775
8135,4.06725
8136,4.12975
8137,4.161
8138,3.5997500000000002
8139,4.019
8140,3.3035
8141,3.97075
8142,3.9130000000000003
8143,4.21325
8144,3.6995
8145,4.00225
8146,2.67625
8147,4.151
8148,3.03225
8149,3.80925
8150,4.004
8151,2.7965
8152,4.06025
8153,3.69925
8154,3.41275
8155,3.6395
8156,3.38575
8157,3.72875
8158,3.40875
8159,4.09525
8160,4.1325
8161,3.62575
8162,4.15775
8163,3.738
8164,3.715
8165,4.09025
8166,4.255
8167,3.7785
8168,3.026
8169,3.317
8170,3.9995000000000003
8171,4.0322499999999994
8172,4.0055
8173,3.411
8174,3.8362499999999997
8175,3.64575
8176,4.218249999999999
8177,2.88825
8178,4.09925
8179,4.19525
8180,3.27625
8181,3.80275
8182,3.76225
8183,3.944
8184,3.90275
8185,3.54125
8186,3.846
8187,4.1995000000000005
8188,3.8
8189,4.15775
8190,4.3085
8191,3.7835
8192,3.6797500000000003
8193,4.047750000000001
8194,4.016
8195,4.4475
8196,3.407
8197,3.81725
8198,4.1355
8199,4.0504999999999995
8200,4.5015
8201,3.4074999999999998
8202,4.0962499999999995
8203,3.907
8204,4.079
8205,4.0665
8206,4.0355
8207,3.73775
8208,3.92775
8209,3.98525
8210,3.44625
8211,3.82225
8212,4.087249999999999
8213,4.183999999999999
8214,4.2364999999999995
8215,3.913
8216,3.711
8217,3.2915
8218,3.78475
8219,3.7822500000000003
8220,4.0925
8221,4.52025
8222,3.8265000000000002
8223,3.217
8224,3.9225
8225,4.11925
8226,3.94775
8227,4.36075
8228,3.25575
8229,4.0504999999999995
8230,3.28325
8231,3.84
8232,3.5815
8233,3.6580000000000004
8234,3.6165000000000003
8235,3.55875
8236,2.8440000000000003
8237,3.759
8238,4.0322499999999994
8239,3.8925
8240,3.34625
8241,3.29125
8242,3.8347499999999997
8243,4.32175
8244,4.0245
8245,3.3447500000000003
8246,4.07625
8247,3.843
8248,4.00625
8249,4.13425
8250,4.050000000000001
8251,4.406
8252,4.423500000000001
8253,3.8445
8254,3.9635
8255,3.923
8256,3.5445
8257,4.1865000000000006
8258,3.004
8259,4.138249999999999
8260,4.05575
8261,4.2825
8262,3.67425
8263,4.06175
8264,3.78225
8265,4.1122499999999995
8266,3.3594999999999997
8267,3.48875
8268,3.95925
8269,3.62125
8270,3.7117500000000003
8271,3.197
8272,4.0592500000000005
8273,3.9364999999999997
8274,3.81775
8275,4.258
8276,4.16675
8277,3.9795
8278,3.83
8279,4.24475
8280,4.18825
8281,4.22125
8282,4.023
8283,3.97725
8284,4.156750000000001
8285,3.75625
8286,2.54475
8287,4.1345
8288,3.95725
8289,4.0344999999999995
8290,4.31675
8291,3.957
8292,4.08075
8293,3.77025
8294,4.2692499999999995
8295,3.4997499999999997
8296,4.061
8297,3.745
8298,4.611
8299,2.6092500000000003
8300,3.21325
8301,3.96225
8302,4.19625
8303,4.10375
8304,3.9725
8305,3.9925
8306,4.49775
8307,3.8970000000000002
8308,4.19525
8309,3.46725
8310,3.73775
8311,4.101
8312,4.25575
8313,4.2885
8314,3.03475
8315,4.041
8316,4.182
8317,3.8425000000000002
8318,4.125249999999999
8319,3.60425
8320,3.88675
8321,4.2787500000000005
8322,4.32525
8323,3.7750000000000004
8324,3.79725
8325,4.0335
8326,4.246499999999999
8327,3.68875
8328,4.0962499999999995
8329,3.04325
8330,4.439500000000001
8331,4.34025
8332,3.83025
8333,3.58175
8334,4.1015
8335,3.7095000000000002
8336,4.04075
8337,3.50675
8338,4.17
8339,3.871
8340,3.5700000000000003
8341,4.01175
8342,3.9325
8343,3.213
8344,4.06025
8345,4.017
8346,3.48775
8347,3.2277500000000003
8348,4.061999999999999
8349,4.062749999999999
8350,3.2295
8351,4.04025
8352,3.48325
8353,3.3607500000000003
8354,4.1935
8355,3.55025
8356,4.211
8357,3.79675
8358,3.9837499999999997
8359,3.62475
8360,3.9055
8361,3.78625
8362,3.917
8363,3.5642500000000004
8364,3.5085
8365,3.78275
8366,3.80075
8367,4.064
8368,4.053
8369,3.41025
8370,3.451
8371,4.1675
8372,3.74625
8373,2.53275
8374,3.2365
8375,4.00825
8376,4.609249999999999
8377,4.1515
8378,4.045
8379,4.0794999999999995
8380,3.53375
8381,4.3445
8382,3.8810000000000002
8383,4.2805
8384,3.3725
8385,3.987
8386,4.27825
8387,4.12875
8388,3.676
8389,3.24525
8390,4.0809999999999995
8391,3.5575
8392,3.4522500000000003
8393,4.1175
8394,4.05775
8395,4.032500000000001
8396,3.7595
8397,3.9932499999999997
8398,3.5780000000000003
8399,4.24075
8400,3.963
8401,4.6285
8402,3.884
8403,4.2995
8404,3.981
8405,3.8575
8406,4.112
8407,3.969
8408,4.66225
8409,4.01
8410,3.851
8411,3.97575
8412,3.5934999999999997
8413,4.0649999999999995
8414,4.28725
8415,3.5415
8416,3.9985
8417,3.91925
8418,4.5935
8419,3.3114999999999997
8420,3.5940000000000003
8421,4.03125
8422,3.6715
8423,4.343249999999999
8424,3.4055
8425,3.857
8426,4.0275
8427,3.7765
8428,4.22175
8429,3.9575
8430,4.018
8431,4.14575
8432,3.9987500000000002
8433,4.025
8434,3.9857500000000003
8435,3.895
8436,3.6805
8437,4.01
8438,4.035
8439,3.4747500000000002
8440,3.24125
8441,4.0954999999999995
8442,4.08375
8443,4.1395
8444,3.78325
8445,3.62725
8446,3.93025
8447,3.519
8448,3.3687500000000004
8449,3.7635
8450,3.5454999999999997
8451,3.1487499999999997
8452,2.9937500000000004
8453,4.18325
8454,3.658
8455,3.52425
8456,3.6935000000000002
8457,3.8914999999999997
8458,4.05075
8459,4.301
8460,3.925
8461,3.7670000000000003
8462,3.4770000000000003
8463,3.9615
8464,3.872
8465,3.72275
8466,4.4235
8467,2.7560000000000002
8468,3.5482500000000003
8469,3.997
8470,3.89125
8471,4.0785
8472,4.068
8473,3.923
8474,3.93025
8475,3.838
8476,4.226
8477,4.295
8478,3.883
8479,4.0405
8480,3.32275
8481,3.9314999999999998
8482,3.2765
8483,3.52775
8484,4.27725
8485,4.0634999999999994
8486,4.61125
8487,3.9945000000000004
8488,4.0625
8489,4.533250000000001
8490,4.3614999999999995
8491,4.06175
8492,4.141
8493,3.97775
8494,3.71425
8495,4.123
8496,4.5725
8497,2.7655000000000003
8498,3.5575
8499,4.167249999999999
8500,3.8435
8501,3.9165
8502,2.9050000000000002
8503,3.9605
8504,3.47175
8505,3.0540000000000003
8506,4.06875
8507,4.0504999999999995
8508,3.24375
8509,4.46175
8510,3.9842500000000003
8511,3.7755
8512,4.218249999999999
8513,3.8272500000000003
8514,4.229
8515,3.7025
8516,3.521
8517,3.64575
8518,3.0852500000000003
8519,4.1555
8520,4.2467500000000005
8521,3.9982499999999996
8522,3.13875
8523,3.838
8524,3.889
8525,3.811
8526,4.641500000000001
8527,3.5540000000000003
8528,3.44
8529,4.0192499999999995
8530,4.116
8531,4.359249999999999
8532,4.0665
8533,3.92575
8534,4.019
8535,4.203250000000001
8536,3.7295
8537,3.42525
8538,3.50375
8539,4.07
8540,4.117
8541,4.04125
8542,3.277
8543,3.4937500000000004
8544,4.02425
8545,3.89575
8546,3.69425
8547,3.987
8548,4.550750000000001
8549,3.27325
8550,3.8505000000000003
8551,4.12875
8552,4.143
8553,4.251
8554,3.78275
8555,4.275
8556,4.02575
8557,4.02675
8558,3.6745
8559,3.95275
8560,3.0505
8561,4.051
8562,4.24425
8563,3.56
8564,3.92875
8565,4.3985
8566,4.133
8567,4.3717500000000005
8568,3.72925
8569,2.1254999999999997
8570,4.082
8571,3.8955
8572,3.23
8573,2.4130000000000003
8574,3.854
8575,4.0657499999999995
8576,3.615
8577,3.8125
8578,4.014
8579,3.9125
8580,4.37725
8581,4.18625
8582,3.85425
8583,4.356
8584,3.6035
8585,4.0205
8586,4.199999999999999
8587,3.75225
8588,4.3645
8589,4.2635000000000005
8590,3.9545000000000003
8591,4.0607500000000005
8592,4.13025
8593,3.81175
8594,3.74125
8595,3.21375
8596,4.102
8597,3.827
8598,3.82325
8599,3.733
8600,3.5927499999999997
8601,3.19825
